HRV Stress Base Stilte Muziek TempoMuziek
51.28403876040719 0 1 0 0 0
51.28403876040719 0 1 0 0 0
51.28403876040719 0 1 0 0 0
51.28403876040719 0 1 0 0 0
51.737904971218256 0 1 0 0 0
51.737904971218256 0 1 0 0 0
51.28403876040719 0 1 0 0 0
51.737904971218256 0 1 0 0 0
51.737904971218256 0 1 0 0 0
51.737904971218256 0 1 0 0 0
51.423621895865026 0 1 0 0 0
51.423621895865026 0 1 0 0 0
51.423621895865026 0 1 0 0 0
51.423621895865026 0 1 0 0 0
51.871820040227185 0 1 0 0 0
51.871820040227185 0 1 0 0 0
51.423621895865026 0 1 0 0 0
51.871820040227185 0 1 0 0 0
51.871820040227185 0 1 0 0 0
51.423621895865026 0 1 0 0 0
51.423621895865026 0 1 0 0 0
51.871820040227185 0 1 0 0 0
51.871820040227185 0 1 0 0 0
51.871820040227185 0 1 0 0 0
51.871820040227185 0 1 0 0 0
51.871820040227185 0 1 0 0 0
51.871820040227185 0 1 0 0 0
51.871820040227185 0 1 0 0 0
51.871820040227185 0 1 0 0 0
51.871820040227185 0 1 0 0 0
50.989618320503126 0 1 0 0 0
50.989618320503126 0 1 0 0 0
51.871820040227185 0 1 0 0 0
51.871820040227185 0 1 0 0 0
51.871820040227185 0 1 0 0 0
50.989618320503126 0 1 0 0 0
51.871820040227185 0 1 0 0 0
51.871820040227185 0 1 0 0 0
51.871820040227185 0 1 0 0 0
51.423621895865026 0 1 0 0 0
51.423621895865026 0 1 0 0 0
51.871820040227185 0 1 0 0 0
51.423621895865026 0 1 0 0 0
51.423621895865026 0 1 0 0 0
51.423621895865026 0 1 0 0 0
51.423621895865026 0 1 0 0 0
51.423621895865026 0 1 0 0 0
51.423621895865026 0 1 0 0 0
51.871820040227185 0 1 0 0 0
51.423621895865026 0 1 0 0 0
51.423621895865026 0 1 0 0 0
51.423621895865026 0 1 0 0 0
51.423621895865026 0 1 0 0 0
51.423621895865026 0 1 0 0 0
51.737904971218256 0 1 0 0 0
51.423621895865026 0 1 0 0 0
51.423621895865026 0 1 0 0 0
51.423621895865026 0 1 0 0 0
51.737904971218256 0 1 0 0 0
51.737904971218256 0 1 0 0 0
51.737904971218256 0 1 0 0 0
51.423621895865026 0 1 0 0 0
51.737904971218256 0 1 0 0 0
51.737904971218256 0 1 0 0 0
51.28403876040719 0 1 0 0 0
51.737904971218256 0 1 0 0 0
51.737904971218256 0 1 0 0 0
51.28403876040719 0 1 0 0 0
51.737904971218256 0 1 0 0 0
51.737904971218256 0 1 0 0 0
51.737904971218256 0 1 0 0 0
51.737904971218256 0 1 0 0 0
51.737904971218256 0 1 0 0 0
51.737904971218256 0 1 0 0 0
51.737904971218256 0 1 0 0 0
51.737904971218256 0 1 0 0 0
51.28403876040719 0 1 0 0 0
51.28403876040719 0 1 0 0 0
51.737904971218256 0 1 0 0 0
51.737904971218256 0 1 0 0 0
51.737904971218256 0 1 0 0 0
51.737904971218256 0 1 0 0 0
51.737904971218256 0 1 0 0 0
51.423621895865026 0 1 0 0 0
51.737904971218256 0 1 0 0 0
51.737904971218256 0 1 0 0 0
51.28403876040719 0 1 0 0 0
51.737904971218256 0 1 0 0 0
51.28403876040719 0 1 0 0 0
51.28403876040719 0 1 0 0 0
51.28403876040719 0 1 0 0 0
51.28403876040719 0 1 0 0 0
51.28403876040719 0 1 0 0 0
51.28403876040719 0 1 0 0 0
51.28403876040719 0 1 0 0 0
51.38267691722072 0 1 0 0 0
51.28403876040719 0 1 0 0 0
51.38267691722072 0 1 0 0 0
51.38267691722072 0 1 0 0 0
51.38267691722072 0 1 0 0 0
51.38267691722072 0 1 0 0 0
51.38267691722072 0 1 0 0 0
51.38267691722072 0 1 0 0 0
51.28403876040719 0 1 0 0 0
51.38267691722072 0 1 0 0 0
51.28403876040719 0 1 0 0 0
51.28403876040719 0 1 0 0 0
51.28403876040719 0 1 0 0 0
51.28403876040719 0 1 0 0 0
51.38267691722072 0 1 0 0 0
51.28403876040719 0 1 0 0 0
51.28403876040719 0 1 0 0 0
51.38267691722072 0 1 0 0 0
51.28403876040719 0 1 0 0 0
51.28403876040719 0 1 0 0 0
51.737904971218256 0 1 0 0 0
51.737904971218256 0 1 0 0 0
51.423621895865026 0 1 0 0 0
51.423621895865026 0 1 0 0 0
51.423621895865026 0 1 0 0 0
51.423621895865026 0 1 0 0 0
51.423621895865026 0 1 0 0 0
51.423621895865026 0 1 0 0 0
51.423621895865026 0 1 0 0 0
51.871820040227185 0 1 0 0 0
51.871820040227185 0 1 0 0 0
50.989618320503126 0 1 0 0 0
50.989618320503126 0 1 0 0 0
51.871820040227185 0 1 0 0 0
50.989618320503126 0 1 0 0 0
50.989618320503126 0 1 0 0 0
51.871820040227185 0 1 0 0 0
51.871820040227185 0 1 0 0 0
50.989618320503126 0 1 0 0 0
50.989618320503126 0 1 0 0 0
51.871820040227185 0 1 0 0 0
51.871820040227185 0 1 0 0 0
51.871820040227185 0 1 0 0 0
50.989618320503126 0 1 0 0 0
50.989618320503126 0 1 0 0 0
51.871820040227185 0 1 0 0 0
50.989618320503126 0 1 0 0 0
50.989618320503126 0 1 0 0 0
51.423621895865026 0 1 0 0 0
51.871820040227185 0 1 0 0 0
51.871820040227185 0 1 0 0 0
51.871820040227185 0 1 0 0 0
51.871820040227185 0 1 0 0 0
51.423621895865026 0 1 0 0 0
51.871820040227185 0 1 0 0 0
51.871820040227185 0 1 0 0 0
51.871820040227185 0 1 0 0 0
51.871820040227185 0 1 0 0 0
51.871820040227185 0 1 0 0 0
51.871820040227185 0 1 0 0 0
51.423621895865026 0 1 0 0 0
51.423621895865026 0 1 0 0 0
51.871820040227185 0 1 0 0 0
51.871820040227185 0 1 0 0 0
51.423621895865026 0 1 0 0 0
51.871820040227185 0 1 0 0 0
51.871820040227185 0 1 0 0 0
51.423621895865026 0 1 0 0 0
51.423621895865026 0 1 0 0 0
51.871820040227185 0 1 0 0 0
51.423621895865026 0 1 0 0 0
51.423621895865026 0 1 0 0 0
51.423621895865026 0 1 0 0 0
51.737904971218256 0 1 0 0 0
51.423621895865026 0 1 0 0 0
51.423621895865026 0 1 0 0 0
51.737904971218256 0 1 0 0 0
51.423621895865026 0 1 0 0 0
51.737904971218256 0 1 0 0 0
51.737904971218256 0 1 0 0 0
51.737904971218256 0 1 0 0 0
51.737904971218256 0 1 0 0 0
51.737904971218256 0 1 0 0 0
51.737904971218256 0 1 0 0 0
51.737904971218256 0 1 0 0 0
51.423621895865026 1 0 0 0 0
51.737904971218256 1 0 0 0 0
51.737904971218256 1 0 0 0 0
51.28403876040719 1 0 0 0 0
51.737904971218256 1 0 0 0 0
51.28403876040719 1 0 0 0 0
51.28403876040719 1 0 0 0 0
51.28403876040719 1 0 0 0 0
51.28403876040719 1 0 0 0 0
51.28403876040719 1 0 0 0 0
51.28403876040719 1 0 0 0 0
51.28403876040719 1 0 0 0 0
51.28403876040719 1 0 0 0 0
51.28403876040719 1 0 0 0 0
51.28403876040719 1 0 0 0 0
51.28403876040719 1 0 0 0 0
51.28403876040719 1 0 0 0 0
51.28403876040719 1 0 0 0 0
51.28403876040719 1 0 0 0 0
51.28403876040719 1 0 0 0 0
51.38267691722072 1 0 0 0 0
51.38267691722072 1 0 0 0 0
51.28403876040719 1 0 0 0 0
53.8961965262856 1 0 0 0 0
53.923387387265215 1 0 0 0 0
53.28852284185279 1 0 0 0 0
53.28852284185279 1 0 0 0 0
53.28852284185279 1 0 0 0 0
54.16490754448239 1 0 0 0 0
54.16490754448239 1 0 0 0 0
54.16490754448239 1 0 0 0 0
54.16490754448239 1 0 0 0 0
53.28852284185279 1 0 0 0 0
54.16490754448239 1 0 0 0 0
53.28852284185279 1 0 0 0 0
54.16490754448239 1 0 0 0 0
53.68913043878367 1 0 0 0 0
54.16490754448239 1 0 0 0 0
53.68913043878367 1 0 0 0 0
53.68913043878367 1 0 0 0 0
53.68913043878367 1 0 0 0 0
53.09676700766881 1 0 0 0 0
53.09676700766881 1 0 0 0 0
53.09676700766881 1 0 0 0 0
53.09676700766881 1 0 0 0 0
52.51666402200353 1 0 0 0 0
53.09676700766881 1 0 0 0 0
52.51666402200353 1 0 0 0 0
52.51666402200353 1 0 0 0 0
53.09676700766881 1 0 0 0 0
53.09676700766881 1 0 0 0 0
52.51666402200353 1 0 0 0 0
53.68913043878367 1 0 0 0 0
53.68913043878367 1 0 0 0 0
54.16490754448239 1 0 0 0 0
54.16490754448239 1 0 0 0 0
54.16490754448239 1 0 0 0 0
54.16490754448239 1 0 0 0 0
54.16490754448239 1 0 0 0 0
53.28852284185279 1 0 0 0 0
54.16490754448239 1 0 0 0 0
54.16490754448239 1 0 0 0 0
54.16490754448239 1 0 0 0 0
54.16490754448239 1 0 0 0 0
54.16490754448239 1 0 0 0 0
53.28852284185279 1 0 0 0 0
54.16490754448239 1 0 0 0 0
53.28852284185279 1 0 0 0 0
53.28852284185279 1 0 0 0 0
53.28852284185279 1 0 0 0 0
53.923387387265215 1 0 0 0 0
53.28852284185279 1 0 0 0 0
53.923387387265215 1 0 0 0 0
53.28852284185279 1 0 0 0 0
53.923387387265215 1 0 0 0 0
53.28852284185279 1 0 0 0 0
53.923387387265215 1 0 0 0 0
53.28852284185279 1 0 0 0 0
53.923387387265215 1 0 0 0 0
53.923387387265215 1 0 0 0 0
53.923387387265215 1 0 0 0 0
53.923387387265215 1 0 0 0 0
53.923387387265215 1 0 0 0 0
53.923387387265215 1 0 0 0 0
53.923387387265215 1 0 0 0 0
53.923387387265215 1 0 0 0 0
53.923387387265215 1 0 0 0 0
53.923387387265215 1 0 0 0 0
53.28852284185279 1 0 0 0 0
53.923387387265215 1 0 0 0 0
53.28852284185279 1 0 0 0 0
53.923387387265215 1 0 0 0 0
53.923387387265215 1 0 0 0 0
53.923387387265215 1 0 0 0 0
53.923387387265215 1 0 0 0 0
53.923387387265215 1 0 0 0 0
53.923387387265215 1 0 0 0 0
53.28852284185279 1 0 0 0 0
53.923387387265215 1 0 0 0 0
53.28852284185279 1 0 0 0 0
53.923387387265215 1 0 0 0 0
53.28852284185279 1 0 0 0 0
53.923387387265215 1 0 0 0 0
53.923387387265215 1 0 0 0 0
53.923387387265215 1 0 0 0 0
53.28852284185279 1 0 0 0 0
53.923387387265215 1 0 0 0 0
53.923387387265215 1 0 0 0 0
53.28852284185279 1 0 0 0 0
53.923387387265215 1 0 0 0 0
53.28852284185279 1 0 0 0 0
53.923387387265215 1 0 0 0 0
53.28852284185279 1 0 0 0 0
53.923387387265215 1 0 0 0 0
53.28852284185279 1 0 0 0 0
53.923387387265215 1 0 0 0 0
53.28852284185279 1 0 0 0 0
53.923387387265215 1 0 0 0 0
53.28852284185279 1 0 0 0 0
53.923387387265215 1 0 0 0 0
53.28852284185279 1 0 0 0 0
53.28852284185279 1 0 0 0 0
53.28852284185279 1 0 0 0 0
53.28852284185279 1 0 0 0 0
53.28852284185279 1 0 0 0 0
53.28852284185279 1 0 0 0 0
53.28852284185279 1 0 0 0 0
53.28852284185279 1 0 0 0 0
53.28852284185279 1 0 0 0 0
53.28852284185279 1 0 0 0 0
53.28852284185279 1 0 0 0 0
53.28852284185279 1 0 0 0 0
53.28852284185279 1 0 0 0 0
53.28852284185279 1 0 0 0 0
53.923387387265215 1 0 0 0 0
53.28852284185279 1 0 0 0 0
